"cluster"	"sigcol"
"4"	"踏入"
"4"	"中断"
"4"	"军校"
"4"	"现今"
"4"	"离开"
"4"	"政府"
"4"	"终于"
"4"	"有机"
"4"	"社会"
"4"	"对立"
"4"	"唿吁"
"4"	"党部"
"4"	"党员"
"4"	"切"
"4"	"勿"
"4"	"游行"
"7"	"人选"
"7"	"曾"
"7"	"布希"
"7"	"时代"
"7"	"担任"
"7"	"布希"
"7"	"时代"
"5"	"登记"
"5"	"之前"
"5"	"先"
"5"	"辞去"
"5"	"891216"
"5"	"第一"
"4"	"毕生"
"4"	"得奖人"
"4"	"投身"
"4"	"生涯"
"4"	"重大"
"4"	"成就"
"4"	"孙运璇"
"4"	"资政"
"4"	"毕生"
"4"	"服务"
"4"	"致力"
"4"	"社会"
"2"	"彻底"
"2"	"剷除"
"2"	"社会"
"2"	"贪污"
"2"	"腐败"
"8"	"国民"
"8"	"国籍"
"8"	"不得"
"8"	"担任"
"8"	"另"
"8"	"公职人"
"8"	"员"
"8"	"选举"
"8"	"罢免法"
"8"	"民进党"
"8"	"七十八"
"8"	"登记"
"8"	"角逐"
"8"	"选举"
"8"	"初选"
"8"	"一生"
"8"	"辗转"
"8"	"任"
"8"	"民国"
"8"	"二十六年"
"6"	"行政"
"6"	"开除党"
"6"	"籍"
"6"	"开除"
"6"	"处分"
"6"	"开"
"6"	"除"
"6"	"党籍"
"6"	"追究"
"6"	"刑事"
"6"	"责任"
"6"	"开除"
"6"	"其"
"6"	"手续"
"6"	"被"
"6"	"开除"
"6"	"党籍"
"6"	"县级"
"6"	"领导"
"5"	"通过"
"5"	"劝告金"
"5"	"云龙"
"5"	"辞去"
"5"	"决议"
"5"	"法定"
"5"	"韩国国"
"4"	"从军"
"4"	"57"
"4"	"年"
"4"	"服务"
"4"	"49"
"4"	"年"
"7"	"例如"
"7"	"以色列"
"7"	"克林顿"
"7"	"考虑到"
"7"	"以色列"
"7"	"谋求"
"7"	"相当"
"7"	"十分"
"7"	"出任"
"8"	"党"
"8"	"内"
"8"	"实质"
"8"	"权力"
"8"	"总统"
"8"	"院长"
"8"	"部长"
"8"	"县市长"
"4"	"政府"
"4"	"时期"
"4"	"设有"
"4"	"类似"
"4"	"民主"
"4"	"革命"
"4"	"时期"
"4"	"领导"
"3"	"务"
"3"	"4月"
"3"	"宣布"
"3"	"内阁"
"3"	"初级"
"3"	"调动"
"3"	"文告"
"3"	"4月"
"4"	"政府"
"4"	"党"
"4"	"对付"
"4"	"那些"
"4"	"利用"
"4"	"图利"
"4"	"官员"
"4"	"公元"
"4"	"王安石"
"4"	"年龄"
"4"	"以及"
"4"	"当年"
"4"	"王安石"
"4"	"所在"
"4"	"公投"
"4"	"没有"
"4"	"涉及"
"4"	"政府"
"4"	"没有"
"4"	"作"
"4"	"拥有"
"4"	"如此"
"4"	"权力"
"4"	"总统"
"4"	"法案"
"4"	"授权"
"4"	"查维斯"
"4"	"总统"
"4"	"李念祖"
"4"	"那么"
"4"	"发育"
"3"	"检察官"
"3"	"凭着"
"3"	"搜索"
"3"	"涉及"
"3"	"干预"
"4"	"怎"
"4"	"牺"
"4"	"牲"
"4"	"随便"
"3"	"即将"
"3"	"临时"
"3"	"政府"
"3"	"分配"
"3"	"贝尔格勒"
"3"	"总统"
"3"	"司法"
"3"	"检察官"
"3"	"执行"
"3"	"监听"
"3"	"检察官"
"4"	"吸菸"
"4"	"唿吁"
"4"	"政府"
"4"	"立法"
"4"	"谓"
"4"	"891027"
"4"	"政府"
"4"	"分享制"
"4"	"合宪"
"4"	"地位"
"4"	"高"
"4"	"局限性"
"4"	"薪酬"
"4"	"等不及"
"4"	"夺取"
"4"	"在野"
"4"	"政党"
"4"	"交换"
"4"	"改变"
"4"	"决策"
"4"	"弱势"
"4"	"回归"
"4"	"议会"
"4"	"联合"
"4"	"Power"
"4"	"人物"
"4"	"民"
"4"	"党"
"4"	"微小"
"4"	"任何"
"4"	"基础"
"4"	"根本"
