"cluster"	"sigcol"
"4"	"花生"
"4"	"家族"
"4"	"漫画"
"4"	"犯下"
"4"	"杀人罪"
"4"	"黑道"
"4"	"叫"
"4"	"领"
"4"	"奖"
"4"	"小朋友"
"5"	"艺人"
"5"	"金城武"
"5"	"号"
"5"	"金城武"
"8"	":"
"8"	"和尚"
"8"	"民歌手"
"1"	"角色"
"1"	"精采"
"1"	"角色"
"1"	"扮演"
"1"	"尝试"
"2"	"政治"
"8"	"着名"
"8"	"场景"
"8"	"武功"
"2"	"艺人"
"2"	"政治"
"9"	"国安会"
"9"	"重要"
"9"	"财经"
"9"	"国安会"
"9"	"权力"
"9"	"列为"
"9"	"受"
"9"	"欢迎"
"9"	"拒绝"
"2"	"平静"
"2"	"林义雄"
"2"	"唿吁"
"2"	"政治"
"2"	"媒体"
"2"	"拥核"
"2"	"如"
"8"	"雕塑"
"8"	"举凡"
"8"	"朱铭"
"8"	"早期"
"8"	"历史"
"8"	"木雕"
"9"	"列为"
"9"	"关键"
"9"	"军火商"
"9"	"汪传浦"
"2"	"冷静"
"2"	"政治"
"2"	"捐弃"
"2"	"成见"
"7"	"新闻"
"7"	"S"
"7"	"发烧"
"7"	"专访"
"2"	"新一代"
"2"	"政治"
"2"	"领导"
"2"	"成为"
"9"	"列为"
"9"	"受"
"9"	"欢迎"
"9"	"数"
"2"	"政治"
"2"	"人物"
"2"	"政治"
"2"	"通常"
"2"	"模仿"
"8"	"一向"
"8"	"擅"
"8"	"演"
"8"	"警探"
"8"	"黑帮"
"8"	"艾尔帕西诺"
"8"	"流行"
"8"	"乐界"
"8"	"年度"
"8"	"乐坛"
"8"	"偶像"
"8"	"歌星"
"8"	"寥寥无几"
"2"	"专访"
"2"	"政治"
"2"	"人物"
"2"	"蔡同荣"
"2"	"蔡同荣"
"2"	"政治"
"2"	"马拉松"
"2"	"感情"
"2"	"游走"
"2"	"张温鹰"
"2"	"政治"
"6"	"远华"
"6"	"走私案"
"6"	"关键"
"6"	"赖昌星"
"6"	"聆讯"
"8"	"应允"
"8"	"出场"
"8"	"成为"
"8"	"红白"
"8"	"焦点"
"8"	"位"
"8"	"实力"
"8"	"三立"
"8"	"节目"
"8"	"封面"
"8"	"人物"
"8"	"专访"
"8"	"主要"
"6"	"成为"
"6"	"关键"
"6"	"合併案"
"6"	"生变"
"2"	"政治"
"2"	"打拼"
"8"	"成为"
"8"	"年度"
"8"	"和平奖"
"8"	"热门"
"8"	"姓名"
"8"	"通常"
"8"	"选为"
"8"	"当年"
