"cluster"	"sigcol"
"1"	"赵自强"
"1"	"网际"
"1"	"事业"
"1"	"股份"
"3"	"演唱会"
"3"	"旅行团"
"3"	"售票"
"3"	"系统"
"3"	"代订"
"3"	"演唱会票"
"3"	"大家"
"3"	"过"
"3"	"动辄"
"3"	"街头"
"3"	"扁"
"2"	"尊"
"2"	"佛教"
"2"	"造像"
"2"	"跨越"
"2"	"南北朝"
"2"	"三八六"
"2"	"--"
"3"	"SOS"
"3"	"邱复生"
"3"	"走星光"
"3"	"红色"
"3"	"稽查"
"3"	"因"
"3"	"久远"
"3"	"丁杉龙"
"3"	"记"
"3"	"门市"
"3"	"售票"
"3"	"系统"
"3"	"购"
"3"	"票"
"3"	"纸箱"
"3"	"印刷机"
"3"	"制卷"
"3"	"圣经"
"3"	"圣经"
"3"	"溯至"
"3"	"一七六七年"
"3"	"历任"
"3"	"成长率"
"3"	"下降"
"3"	"一九八"
"3"	"O"
"3"	"成长率"
"3"	"九"
"1"	"中华"
"1"	"电信"
"1"	"董事长"
"1"	"毛治国"
"1"	"网际"
"1"	"事业"
"1"	"董事长"
"1"	"中华"
"1"	"电信"
"3"	"20多万"
"3"	"亩"
"3"	"90"
"3"	"初"
"2"	"考证"
"2"	"艘"
"2"	"太阳船"
"2"	"埋藏"
"2"	"距"
"2"	"今"
"2"	"大约"
"2"	"5000年"
"1"	"以前"
"1"	"历史"
"1"	"1200多"
"1"	"三代"
"1"	"框架"
"3"	"内涵"
"3"	"60"
"3"	"英特尔"
"3"	"创始人"
"3"	"由于"
"3"	"历法"
"3"	"混乱"
"3"	"精确"
"3"	"大约"
"3"	"热战"
"3"	"冷战"
"2"	"石器"
"2"	"发现"
"2"	"大辛"
"2"	"庄遗址"
"2"	"最早"
"2"	"商代"
"2"	"向前"
"2"	"考古"
"2"	"墓群"
"2"	"为"
"2"	"唐宋"
"1"	"自"
"1"	"个"
"3"	"个"
"3"	"小孩"
"3"	"由于"
"3"	"久远"
"3"	"小孩"
"3"	"考古"
"3"	"高压"
"3"	"变形"
"3"	"变质"
"3"	"格架"
"3"	"反射"
"3"	"快乐"
"3"	"那"
"3"	"穷人"
"3"	"书"
"3"	"主流"
"3"	"科举"
"3"	"那些"
"3"	"状元"
"3"	"落第"
"3"	"不断"
"3"	"理想"
"3"	"幻灭"
"3"	"知识分子"
"3"	"……"
"3"	"五六十"
"3"	"六十"
"3"	"西门町"
"3"	"不只"
"3"	"个"
"3"	"有名"
"3"	"演唱"
"3"	"担"
"3"	"风华"
"3"	"巨星"
"3"	"怀旧"
"3"	"金曲"
"3"	"献"
"3"	"系列"
"3"	"依然"
"3"	"印族"
"3"	"最"
"3"	"自叹不如"
"3"	"那"
"3"	"个"
"3"	"新加坡人"
"3"	"那么"
"3"	"迷信"
"3"	"系列"
"3"	"风华"
"3"	"怀旧"
"3"	"金曲"
"3"	"再现"
"3"	"个"
"3"	"一张张"
"3"	"不同"
"3"	"画面"
"3"	"摄影组"
"3"	"成长"
"3"	"电影"
"3"	"偶像"
"3"	"倡导"
"3"	"主义"
"3"	"当时"
"3"	"偶像"
"3"	"电影"
"3"	"那"
"3"	"爷爷"
"3"	"那"
"3"	"生物书"
"3"	"发现"
"3"	"津贴"
"3"	"风华"
"3"	"慈"
"3"	"善"
"3"	"演唱"
"3"	"为"
"3"	"筹款"
"3"	"难"
"3"	"横冲直撞"
"3"	"新生"
"3"	"个"
"3"	"停留"
"3"	"tradinloor"
"1"	"早已"
"1"	"阅读"
"1"	"需求"
"1"	"随着"
"1"	"演变"
"1"	"阅读者"
"1"	"资讯"
"3"	"曾经"
"3"	"过往"
"3"	"托出"
"3"	"淡淡"
"1"	"发展"
"1"	"快速"
"1"	"变迁"
"1"	"知识经济"
"1"	"朝向"
"1"	"科技"
"1"	"创新"
"1"	"E"
"1"	"来临"
"1"	"数位"
"1"	"化"
"3"	"主"
"3"	"旧"
"3"	"改制案"
"3"	"始终"
"1"	"因应"
"1"	"电子商务"
"1"	"变化"
"1"	"古早"
"1"	"文化"
"1"	"随着"
"1"	"变迁"
"1"	"嫁妆"
"3"	"过去"
"3"	"国民党"
"3"	"执政"
"3"	"对峙"
"3"	"历史"
"3"	"制成率"
"3"	"比起"
"3"	"过去"
"3"	"靠天吃饭"
"3"	"制成率"
"1"	"带入"
"1"	"知识经济"
"1"	"农委会所"
"3"	"密特朗"
"3"	"器重"
"3"	"五十多"
"3"	"年前"
"3"	"日据"
"3"	"征召"
"1"	"快速"
"1"	"变迁"
"1"	"适应"
"2"	"进入"
"2"	"战国"
"1"	"e"
"1"	"女性"
"1"	"女性"
"1"	"进入"
"1"	"新"
"1"	"经典"
"1"	"时尚"
"3"	"钦定"
"3"	"封建"
"3"	"字眼"
"3"	"巨人队"
"3"	"相提并论"
"3"	"爆出"
"3"	"对抗"
"2"	"古"
"2"	"法老王"
"2"	"轰动一时"
"3"	"曼哈顿"
"3"	"广场"
"3"	"带领"
"3"	"催泪弹"
"3"	"週刊"
"3"	"蒲亭"
"3"	"布希"
"3"	"传人"
"3"	"那"
"3"	"尊敬"
"1"	"科技"
"1"	"创新"
"1"	"顺应"
"1"	"e"
"1"	"全球化"
"1"	"趋"
