"id","x","y","variant","corpus","year","text","lect"
"官员/Na/CNA_CMN_20001219_wpr/119809",-0.0806245816699699,0.0926567673680678,"官员","CNA","2000","依据 。 在 立法院 工时案 表决 失败<br>后 , 劳委会 <b>官员</b> 表示<br>, 如 果 明年 只 能 仓促 实施 六月","TW"
"职员/Na/ZBN_CMN_20001218_wpr/38717",0.0666445911792023,-0.0845826663926912,"职员","ZBN","2000","的 前景 科技 公司 ， 目前 拥有 约<br>115 名 <b>职员</b> 。 巴拉<br>说 ： “ 印度 的 软件 开发 非常","SG"
"公务员/Na/CNA_CMN_20010130_wpr/74233",0.106308937361817,0.028838483141592,"公务员","CNA","2001","落实 开办有 关 培训 课程 , 提升 中<br>、 高级 <b>公务员</b> 的 素质<br>和 意识 。 900130 亲民党 反对<br>立院 以","TW"
"官员/Na/ZBN_CMN_20030601_wpr/59182",-0.00563400581065852,-0.0531934139194727,"官员","ZBN","2003","病 毒 蔓延 到 加拿大 。 加拿大 一<br>名 高级 <b>官员</b> 在 加 中<br>高峰会晤 后 对 记者 说 ， 克雷蒂安","SG"
"官员/Na/CNA_CMN_20010127_wpr/43298",-0.0426834376258348,0.0125326528698638,"官员","CNA","2001","和 相关 物资 仍 待命 随 时 出发 协助<br>。 <b>官员</b> 说 , 以 萨尔瓦多<br>发生地 震 为 例 , 是以","TW"
"公务员/Na/ZBN_CMN_20030923_wpr/89601",0.144543201536918,0.0657330682962012,"公务员","ZBN","2003","； 不 应 通过 幸运 抽奖 鼓励 电子报税<br>； 建议 <b>公务员</b> 加薪 以<br>工作 表现为 评估 标准 。 特此 更正<br>。","SG"
"官员/Na/CNA_CMN_20001019_wpr/23832",-0.00327794261931721,-0.0378113844380985,"官员","CNA","2000","。 」 一 位 不 愿 透露 姓名 的 巴勒斯坦<br><b>官员</b> 则 说 , 「 我们<br>证 实有 三 名 巴勒斯坦人","TW"
"官员/Na/CNA_CMN_20001127_wpr/49772",0.307360981573143,0.175800360519138,"官员","CNA","2000","徒刑 ; 建商 谢保同 行贿 公务员 及<br>关说 , 行贿 <b>官员</b> 一百余万<br>元 , 获利 近 六千万 元 , 量处 五","TW"
"官员/Na/CNA_CMN_20010111_wpr/80714",0.00564609193757505,0.0268328283155381,"官员","CNA","2001","职务 ( 洛杉 矶 ) 。 新闻报 : 巴拉圭<br>总统府 <b>官员</b> 及 国会 议员<br>们 十日 在 经过 三 个 多","TW"
"官员/Na/CNA_CMN_20001124_wpr/10114",-0.104990020483424,-0.065577266438189,"官员","CNA","2000","曾 向 一 辆 警察车 投掷 手榴弹 。<br>金边 市警局 <b>官员</b> 金孟 接受<br>法新社 访问 时 说 : 「 一 个","TW"
"公务人员/Na/CNA_CMN_20010117_wpr/164715",0.0915487643751282,0.0884747130222321,"公务人员","CNA","2001","贡献 , 但 他们 却 因为 没有 任何<br>国内 的 <b>公务人员</b> 任用 资格<br>, 而 无法 为 公务 机关 尽 一","TW"
"官员/Na/ZBN_CMN_20001029_wpr/10841",0.14005411679084,0.159892528976756,"官员","ZBN","2000","多 个 层面 的 概念 ， 包括 如何 全面<br>使用法律 <b>官员</b> 、 单一 部门<br>和 调 派到 多元 部门 的 好处","SG"
"官员/Na/ZBN_CMN_20030816_wpr/51523",0.0186612437810922,-0.139541497179892,"官员","ZBN","2003","检查 他 （ 汉巴 里 ） 的 护照 。<br>情报 <b>官员</b> 发现 这 个人<br>正 是 全 世界 正在 寻找 的","SG"
"公务员/Na/ZBN_CMN_20030909_wpr/58131",0.0111221145439519,0.0376958843759726,"公务员","ZBN","2003","时 间 还 短 。 对照 政府 官员 和<br>高级 <b>公务员</b> 的 证词 ，<br>大体 上前 后 一致 ， 却 也","SG"
"官员/Na/XIN_CMN_20030402_wpr/182",-0.0641760200029203,-0.0604789614852861,"官员","XIN","2003","平民 在 战 争 中 丧生 。 驻 卡塔尔<br>美军 <b>官员</b> 说 , 虽然 美军<br>当时 鸣枪 示警 , 但是 这","ML"
"公务员/Na/ZBN_CMN_20030730_wpr/36440",0.18705399270433,0.257600015674761,"公务员","ZBN","2003","涉及 “ 马 来 西亚 联邦 特别 部队<br>” 的 <b>公务员</b> 将 受到 纪律<br>行动 的 对付 ， 也 可能 被","SG"
"官员/Na/CNA_CMN_20001120_wpr/136887",0.143029387039137,-0.0240794926750498,"官员","CNA","2000","。 在 今天 召开 人评会 后 , 决定<br>让 涉案 <b>官员</b> 自行 选择<br>处 理 方式 , 包括 自行 辞职 或","TW"
"公务员/Na/ZBN_CMN_20030523_wpr/71340",0.217077401273906,0.0821079297921008,"公务员","ZBN","2003","香港 经济 增 长 的 动力 。 同时 ，<br>只要 <b>公务员</b> 减薪 ， 香港<br>的 财政 赤字 问题 并 不 难","SG"
"职员/Na/ZBN_CMN_20001229_wpr/24317",0.079362227802662,-0.00264396926314064,"职员","ZBN","2000","城市 德士 公司 的 公关部 致电 ， 接<br>电话 的 <b>职员</b> 查核 后 也<br>承认 我 只 提供 一 个 车牌","SG"
"官员/Na/CNA_CMN_20001023_wpr/8336",-0.0164813862690646,-0.0418339238019697,"官员","CNA","2000","初步 计划 , 已经 草拟 完成 。 」<br>这 位 <b>官员</b> 说 , 专家<br>检讨 摧毁 这 座 苏联 时代 太空站","TW"
"官员/Na/ZBN_CMN_20030714_wpr/84402",-0.0137499352186279,0.00327987133139054,"官员","ZBN","2003","记者 证实 ， 他 曾经 同 中国 中央政府<br>派来 的 <b>官员</b> 会晤 ， 但<br>拒绝 说明 有关 官 员 是 谁","SG"
"官员/Na/ZBN_CMN_20030620_wpr/32524",-0.194448587659857,-0.115011606175943,"官员","ZBN","2003","最 小 的 13 岁 。 长江 重庆 航运<br>局崔姓 <b>官员</b> 说 ， 撞船<br>时 雾 很 大 ， 两 艘","SG"
"官员/Na/ZBN_CMN_20030818_wpr/654",-0.00453452720069661,-0.0206088258819815,"官员","ZBN","2003","据 泰国 一 名 不 愿 透露 名字 的<br>国防部 <b>官员</b> 告诉 伦敦 报章<br>， 一些 新加坡 回祈团 成员 ， 因为","SG"
"官员/Na/CNA_CMN_20010121_wpr/1306",-0.0312975127876198,0.0373218389310945,"官员","CNA","2001","他 此 行 会晤 的 布希 新 政府 最<br>高层 <b>官员</b> , 他 和 丁懋时<br>都 不 愿 讨论 他们 还","TW"
"官员/Na/CNA_CMN_20001211_wpr/87196",-0.00274666570500276,0.0108152961463556,"官员","CNA","2000","意见 也 仅 供 相关 部门 参考 。 891211<br>巴基斯坦 <b>官员</b> 说 前总理<br>夏立夫 不会 返国 ( 中央社 伊斯兰 马巴德<br>十一","TW"
